"feature","coefficient"
"COSMIC_ID_X908151",-0.551023420019496
"COSMIC_ID_X908152",-0.246240485170149
"COSMIC_ID_X908156",-1.54476042245861
"COSMIC_ID_X908158",-0.652907028967496
"COSMIC_ID_X908159",-0.586647417145893
"COSMIC_ID_X908440",-0.774421378046007
"COSMIC_ID_X908442",-0.425222625874719
"COSMIC_ID_X908443",-0.0603718390601897
"COSMIC_ID_X908447",0.144076667041225
"COSMIC_ID_X908448",-0.520709883927917
"COSMIC_ID_X908449",2.63363139652941
"COSMIC_ID_X908450",0.812471124990995
"COSMIC_ID_X908451",0.319528264043724
"COSMIC_ID_X908452",-0.0625037418264632
"COSMIC_ID_X908455",0.0317185374812567
"COSMIC_ID_X908457",0.197528879507947
"COSMIC_ID_X908458",0.0637686803985277
"COSMIC_ID_X908459",0.36666560311315
"COSMIC_ID_X908460",2.04957526338241
"COSMIC_ID_X908461",0.0903586079378565
"COSMIC_ID_X908462",-0.117348434389914
"COSMIC_ID_X908463",1.24858712755533
"COSMIC_ID_X908465",0.275983019645862
"COSMIC_ID_X908467",-0.548943887145733
"COSMIC_ID_X908468",0.463005974857416
"COSMIC_ID_X908469",0.205973203428175
"COSMIC_ID_X908470",1.16861871804026
"COSMIC_ID_X908471",-0.455892760313846
"COSMIC_ID_X908472",0.440710469394099
"COSMIC_ID_X908473",0.589645295739276
"COSMIC_ID_X908474",-0.864587473276236
"COSMIC_ID_X908475",-0.358119015261959
"COSMIC_ID_X908476",-0.392166687287419
"COSMIC_ID_X908480",0.128644599145695
"COSMIC_ID_X908481",0.418863804248382
"COSMIC_ID_X908483",-0.687484284734395
"COSMIC_ID_X909194",-0.122681176116291
"COSMIC_ID_X909248",0.443175811017161
"COSMIC_ID_X909249",-0.348606002871456
